ndc_description,ndc,nadac_per_unit,effective_date,pricing_unit,pharmacy_type_indicator,otc,explanation_code,classification_for_rate_setting,corresponding_generic_drug_nadac_per_unit,corresponding_generic_drug_effective_date,as_of_date
"KETOROLAC 30 MG/ML VIAL",70860070103,1.38936,08/23/2023,ML,C/I,N,"4, 5",G,,,10/04/2023
"KETOROLAC 30 MG/ML VIAL",72266011825,1.38936,08/23/2023,ML,C/I,N,"4, 5",G,,,10/04/2023
"KETOROLAC 30 MG/ML VIAL",72572035525,1.38936,09/06/2023,ML,C/I,N,"4, 5",G,,,10/04/2023
"KETOROLAC 30 MG/ML VIAL",72611072225,1.38936,08/23/2023,ML,C/I,N,"4, 5",G,,,10/04/2023
"KETOROLAC 60 MG/2 ML VIAL",00409379601,0.84620,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"KETOROLAC 60 MG/2 ML VIAL",25021070102,0.84620,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"KETOROLAC 60 MG/2 ML VIAL",47781058568,0.84620,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"KETOROLAC 60 MG/2 ML VIAL",62332060125,0.84620,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"KETOROLAC 60 MG/2 ML VIAL",63323016202,0.84620,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"KETOROLAC 60 MG/2 ML VIAL",63323016214,0.84620,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"KETOROLAC 60 MG/2 ML VIAL",63323016226,0.84620,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"KETOROLAC 60 MG/2 ML VIAL",70860070104,0.84620,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"KETOROLAC 60 MG/2 ML VIAL",72266011925,0.84620,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"KETOROLAC 60 MG/2 ML VIAL",72611072525,0.84620,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"KETOTIFEN FUM 0.035% EYE DROPS",76385010617,1.32297,09/20/2023,ML,C/I,Y,"1, 5",G,,,10/04/2023
"KLONOPIN 0.5 MG TABLET",00004006801,2.45027,03/22/2023,EA,C/I,N,4,B,0.02643,09/20/2023,10/04/2023
"KLONOPIN 0.5 MG TABLET",61269060510,2.45027,03/22/2023,EA,C/I,N,4,B,0.02643,09/20/2023,10/04/2023
"KLONOPIN 1 MG TABLET",00004005801,2.78481,03/22/2023,EA,C/I,N,4,B,0.03142,09/20/2023,10/04/2023
"KLONOPIN 1 MG TABLET",61269061010,2.78481,03/22/2023,EA,C/I,N,4,B,0.03142,09/20/2023,10/04/2023
"KLOR-CON 10 MEQ TABLET",00245531601,0.11492,09/20/2023,EA,C/I,N,"1, 6",B,0.12498,09/20/2023,10/04/2023
"KLOR-CON 10 MEQ TABLET",00245531611,0.11492,09/20/2023,EA,C/I,N,"1, 6",B,0.12498,09/20/2023,10/04/2023
"KLOR-CON 10 MEQ TABLET",00245531615,0.11492,09/20/2023,EA,C/I,N,"1, 6",B,0.12498,09/20/2023,10/04/2023
"KLOR-CON 10 MEQ TABLET",00245531689,0.11492,09/20/2023,EA,C/I,N,"1, 6",B,0.12498,09/20/2023,10/04/2023
"KLOR-CON 20 MEQ PACKET",00245036001,0.70547,04/19/2023,EA,C/I,N,"4, 6",B-ANDA,1.01408,09/20/2023,10/04/2023
"KLOR-CON 20 MEQ PACKET",00245036030,0.70547,04/19/2023,EA,C/I,N,"4, 6",B-ANDA,1.01408,09/20/2023,10/04/2023
"KLOR-CON 20 MEQ PACKET",00245036089,0.70547,04/19/2023,EA,C/I,N,"4, 6",B-ANDA,1.01408,09/20/2023,10/04/2023
"KLOR-CON M20 TABLET",00245531901,0.13181,01/18/2023,EA,C/I,N,"4, 6",B-ANDA,0.17134,09/20/2023,10/04/2023
"KLOR-CON M20 TABLET",00245531910,0.13181,01/18/2023,EA,C/I,N,"4, 6",B-ANDA,0.17134,09/20/2023,10/04/2023
"KLOR-CON M20 TABLET",00245531911,0.13181,01/18/2023,EA,C/I,N,"4, 6",B-ANDA,0.17134,09/20/2023,10/04/2023
"KLOR-CON M20 TABLET",00245531915,0.13181,01/18/2023,EA,C/I,N,"4, 6",B-ANDA,0.17134,09/20/2023,10/04/2023
"KLOR-CON M20 TABLET",00245531989,0.13181,01/18/2023,EA,C/I,N,"4, 6",B-ANDA,0.17134,09/20/2023,10/04/2023
"KLOR-CON M20 TABLET",00245531990,0.13181,01/18/2023,EA,C/I,N,"4, 6",B-ANDA,0.17134,09/20/2023,10/04/2023
"KLOR-CON-EF 25 MEQ TAB EFF",00245532601,0.90000,09/20/2023,EA,C/I,N,"1, 6",B,,,10/04/2023
"KLOR-CON-EF 25 MEQ TAB EFF",00245532630,0.90000,09/20/2023,EA,C/I,N,"1, 6",B,,,10/04/2023
"KLOR-CON-EF 25 MEQ TAB EFF",00245532689,0.90000,09/20/2023,EA,C/I,N,"1, 6",B,,,10/04/2023
"KLOXXADO 8 MG NASAL SPRAY",59467067901,59.78500,02/22/2023,EA,C/I,N,"2, 5",B,,,10/04/2023
"KOMBIGLYZE XR 2.5-1,000 MG TAB",00310612560,7.73617,01/01/2023,EA,C/I,N,2,B,,,10/04/2023
"KOMBIGLYZE XR 5-1,000 MG TAB",00310614530,15.51041,01/01/2023,EA,C/I,N,4,B,,,10/04/2023
"KOMBIGLYZE XR 5-500 MG TABLET",00310613530,15.48001,01/01/2023,EA,C/I,N,4,B,,,10/04/2023
"KONVOMEP 2-84 MG/ML ORAL SUSP",65628027210,1.10010,07/19/2023,ML,C/I,N,"2, 5",B,,,10/04/2023
"KONVOMEP 2-84 MG/ML ORAL SUSP",65628027203,1.85964,07/19/2023,ML,C/I,N,"4, 5",B,,,10/04/2023
"KRISTALOSE 10 GM PACKET",66220071930,8.05078,05/17/2023,EA,C/I,N,"2, 6",B-ANDA,,,10/04/2023
"KRISTALOSE 20 GM PACKET",66220072930,8.28980,07/19/2023,EA,C/I,N,"2, 6",B-ANDA,,,10/04/2023
"KURVELO-28 TABLET",68180084471,0.15097,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"KURVELO-28 TABLET",68180084473,0.15097,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",00591060501,0.10518,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",00591060505,0.10518,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",00904710961,0.10518,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",23155072301,0.10518,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",23155072305,0.10518,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",47781055201,0.10518,09/20/2023,EA,C/I,N,"1, 6",G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",49884012201,0.10518,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",49884012205,0.10518,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",58657060201,0.10518,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",58657060250,0.10518,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",60687043901,0.10518,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",60687043911,0.10518,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",68001038100,0.10518,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",68001038103,0.10518,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",68382079801,0.10518,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",68382079805,0.10518,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",70377006012,0.10518,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",70377006013,0.10518,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",71247012601,0.10518,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",71247012605,0.10518,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",71930003512,0.10518,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",71930003552,0.10518,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",72888012001,0.10518,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 100 MG TABLET",72888012005,0.10518,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",00591060601,0.15381,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",00591060605,0.15381,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",00904711061,0.15381,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",23155072401,0.15381,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",23155072405,0.15381,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",47781055301,0.15381,09/20/2023,EA,C/I,N,"1, 6",G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",49884012301,0.15381,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",49884012305,0.15381,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",58657060301,0.15381,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",58657060350,0.15381,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",60687045001,0.15381,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",60687045011,0.15381,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",68001038200,0.15381,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",68001038203,0.15381,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",68382079901,0.15381,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",68382079905,0.15381,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",70377006112,0.15381,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",70377006113,0.15381,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",71247012701,0.15381,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",71247012705,0.15381,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",71930003612,0.15381,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",71930003652,0.15381,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",72888012101,0.15381,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 200 MG TABLET",72888012105,0.15381,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 300 MG TABLET",00591060701,0.20501,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 300 MG TABLET",00904711161,0.20501,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 300 MG TABLET",23155072501,0.20501,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 300 MG TABLET",47781055401,0.20501,09/20/2023,EA,C/I,N,"1, 6",G,,,10/04/2023
"LABETALOL HCL 300 MG TABLET",49884012401,0.20501,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 300 MG TABLET",49884012405,0.20501,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 300 MG TABLET",58657060401,0.20501,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 300 MG TABLET",58657060450,0.20501,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 300 MG TABLET",60687046101,0.20501,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 300 MG TABLET",60687046111,0.20501,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 300 MG TABLET",68001038300,0.20501,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 300 MG TABLET",68001038303,0.20501,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 300 MG TABLET",68382080001,0.20501,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 300 MG TABLET",68382080005,0.20501,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 300 MG TABLET",70377006212,0.20501,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 300 MG TABLET",70377006213,0.20501,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 300 MG TABLET",71247013001,0.20501,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 300 MG TABLET",71247013005,0.20501,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 300 MG TABLET",71930003712,0.20501,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 300 MG TABLET",71930003752,0.20501,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 300 MG TABLET",72888012201,0.20501,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LABETALOL HCL 300 MG TABLET",72888012205,0.20501,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 10 MG/ML SOLUTION",31722062726,0.12185,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"LACOSAMIDE 10 MG/ML SOLUTION",60505040504,0.12185,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"LACOSAMIDE 10 MG/ML SOLUTION",67877073295,0.12185,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"LACOSAMIDE 10 MG/ML SOLUTION",70954048810,0.12185,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"LACOSAMIDE 100 MG TABLET",00904724568,0.29903,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 100 MG TABLET",16714054901,0.29903,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 100 MG TABLET",27808024401,0.29903,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 100 MG TABLET",31722081360,0.29903,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 100 MG TABLET",47335092286,0.29903,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 100 MG TABLET",50228019360,0.29903,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 100 MG TABLET",51991034905,0.29903,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 100 MG TABLET",51991034906,0.29903,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 100 MG TABLET",60687068711,0.29903,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 100 MG TABLET",60687068757,0.29903,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 100 MG TABLET",62332017260,0.29903,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 100 MG TABLET",65162092406,0.29903,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 100 MG TABLET",67877073460,0.29903,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 100 MG TABLET",68462067960,0.29903,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 100 MG TABLET",69367034960,0.29903,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 150 MG TABLET",00904724668,0.35742,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 150 MG TABLET",16714055001,0.35742,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 150 MG TABLET",27808024501,0.35742,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 150 MG TABLET",31722081460,0.35742,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 150 MG TABLET",47335094386,0.35742,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 150 MG TABLET",50228019460,0.35742,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 150 MG TABLET",51991035005,0.35742,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 150 MG TABLET",51991035006,0.35742,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 150 MG TABLET",62332017360,0.35742,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 150 MG TABLET",65162092506,0.35742,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 150 MG TABLET",67877073560,0.35742,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 150 MG TABLET",68462068060,0.35742,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 150 MG TABLET",69367035060,0.35742,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 200 MG TABLET",00904724768,0.41042,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 200 MG TABLET",16714055201,0.41042,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 200 MG TABLET",27808024601,0.41042,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 200 MG TABLET",31722081560,0.41042,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 200 MG TABLET",47335098086,0.41042,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 200 MG TABLET",50228019560,0.41042,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 200 MG TABLET",51991035105,0.41042,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 200 MG TABLET",51991035106,0.41042,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 200 MG TABLET",60687069811,0.41042,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 200 MG TABLET",60687069857,0.41042,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 200 MG TABLET",62332017460,0.41042,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 200 MG TABLET",65162092606,0.41042,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 200 MG TABLET",67877073660,0.41042,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 200 MG TABLET",68462068160,0.41042,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 200 MG TABLET",69367035160,0.41042,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 200 MG/20 ML CUP",66689011010,0.12185,09/20/2023,ML,C/I,N,"1, 5, 6",G,,,10/04/2023
"LACOSAMIDE 50 MG TABLET",00904724468,0.19025,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 50 MG TABLET",16714054801,0.19025,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 50 MG TABLET",27808024301,0.19025,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 50 MG TABLET",31722081260,0.19025,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 50 MG TABLET",47335091886,0.19025,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 50 MG TABLET",50228019260,0.19025,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 50 MG TABLET",51991034805,0.19025,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 50 MG TABLET",51991034806,0.19025,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 50 MG TABLET",60687067611,0.19025,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 50 MG TABLET",60687067657,0.19025,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 50 MG TABLET",62332017160,0.19025,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 50 MG TABLET",65162092306,0.19025,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 50 MG TABLET",67877073360,0.19025,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 50 MG TABLET",68462067860,0.19025,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACOSAMIDE 50 MG TABLET",69367034860,0.19025,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LACTULOSE 10 GM/15 ML SOLUTION",00121087332,0.01139,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"LACTULOSE 10 GM/15 ML SOLUTION",00527512078,0.01139,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"LACTULOSE 10 GM/15 ML SOLUTION",00527512578,0.01139,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"LACTULOSE 10 GM/15 ML SOLUTION",13668058012,0.01139,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"LACTULOSE 10 GM/15 ML SOLUTION",60432003732,0.01139,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"LACTULOSE 10 GM/15 ML SOLUTION",62135000394,0.01139,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"LACTULOSE 10 GM/15 ML SOLUTION",00116400516,0.01231,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"LACTULOSE 10 GM/15 ML SOLUTION",00121087316,0.01231,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"LACTULOSE 10 GM/15 ML SOLUTION",00527512070,0.01231,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"LACTULOSE 10 GM/15 ML SOLUTION",00527512570,0.01231,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"LACTULOSE 10 GM/15 ML SOLUTION",13668058010,0.01231,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"LACTULOSE 10 GM/15 ML SOLUTION",62135000347,0.01231,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"LACTULOSE 10 GM/15 ML SOLUTION",13668057410,0.01278,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"LACTULOSE 10 GM/15 ML SOLUTION",64980059248,0.01278,09/20/2023,ML,C/I,N,"1, 5",G,,,10/04/2023
"LAMICTAL 100 MG TABLET",00173064255,17.45287,01/01/2023,EA,C/I,N,2,B,0.05177,09/20/2023,10/04/2023
"LAMICTAL 150 MG TABLET",00173064360,19.19079,01/01/2023,EA,C/I,N,2,B,0.07131,09/20/2023,10/04/2023
"LAMICTAL 200 MG TABLET",00173064460,20.85373,01/01/2023,EA,C/I,N,2,B,0.07961,09/20/2023,10/04/2023
"LAMICTAL 25 MG DISPER TABLET",00173052700,15.79026,01/01/2023,EA,C/I,N,4,B,0.20702,09/20/2023,10/04/2023
"LAMICTAL 25 MG TABLET",00173063302,15.24170,01/01/2023,EA,C/I,N,2,B,0.03029,09/20/2023,10/04/2023
"LAMICTAL ODT 100 MG TABLET",00173077602,14.72325,01/25/2023,EA,C/I,N,4,B,3.50128,09/20/2023,10/04/2023
"LAMICTAL ODT 200 MG TABLET",00173077702,17.50799,01/01/2023,EA,C/I,N,4,B,2.991,09/20/2023,10/04/2023
"LAMICTAL ODT 50 MG TABLET",00173077402,13.83777,01/25/2023,EA,C/I,N,4,B,3.3545,09/20/2023,10/04/2023
"LAMICTAL XR 100 MG TABLET",00173075600,28.74263,01/01/2023,EA,C/I,N,4,B,0.72815,09/20/2023,10/04/2023
"LAMICTAL XR 200 MG TABLET",00173075700,30.76117,01/01/2023,EA,C/I,N,4,B,0.96209,09/20/2023,10/04/2023
"LAMICTAL XR 300 MG TABLET",00173076100,46.21084,01/01/2023,EA,C/I,N,2,B,2.18798,09/20/2023,10/04/2023
"LAMICTAL XR 50 MG TABLET",00173075500,26.81853,01/01/2023,EA,C/I,N,4,B,1.02465,09/20/2023,10/04/2023
"LAMIVUDINE 150 MG TABLET",00904658304,0.84753,11/23/2022,EA,C/I,N,4,G,,,10/04/2023
"LAMIVUDINE 150 MG TABLET",31722075360,0.84753,11/23/2022,EA,C/I,N,4,G,,,10/04/2023
"LAMIVUDINE 150 MG TABLET",33342000109,0.84753,11/23/2022,EA,C/I,N,4,G,,,10/04/2023
"LAMIVUDINE 150 MG TABLET",51293083268,0.84753,11/23/2022,EA,C/I,N,4,G,,,10/04/2023
"LAMIVUDINE 150 MG TABLET",60505325106,0.84753,11/23/2022,EA,C/I,N,4,G,,,10/04/2023
"LAMIVUDINE 150 MG TABLET",60687072011,0.84753,02/22/2023,EA,C/I,N,4,G,,,10/04/2023
"LAMIVUDINE 150 MG TABLET",60687072021,0.84753,02/22/2023,EA,C/I,N,4,G,,,10/04/2023
"LAMIVUDINE 150 MG TABLET",64380071003,0.84753,11/23/2022,EA,C/I,N,4,G,,,10/04/2023
"LAMIVUDINE 150 MG TABLET",65862002560,0.84753,11/23/2022,EA,C/I,N,4,G,,,10/04/2023
"LAMIVUDINE 150 MG TABLET",65862055260,0.84753,11/23/2022,EA,C/I,N,4,G,,,10/04/2023
"LAMIVUDINE 150 MG TABLET",68180060207,0.84753,11/23/2022,EA,C/I,N,4,G,,,10/04/2023
"LAMIVUDINE HBV 100 MG TABLET",31722075260,1.55475,05/17/2023,EA,C/I,N,4,G,,,10/04/2023
"LAMIVUDINE HBV 100 MG TABLET",60505325006,1.55475,05/17/2023,EA,C/I,N,4,G,,,10/04/2023
"LAMIVUDINE HBV 100 MG TABLET",66993047860,1.55475,05/17/2023,EA,C/I,N,"4, 6",G,,,10/04/2023
"LAMIVUDINE-ZIDOVUDINE TABLET",31722050660,0.79953,05/17/2023,EA,C/I,N,4,G,,,10/04/2023
"LAMIVUDINE-ZIDOVUDINE TABLET",33342000309,0.79953,05/17/2023,EA,C/I,N,4,G,,,10/04/2023
"LAMIVUDINE-ZIDOVUDINE TABLET",64380070703,0.79953,05/17/2023,EA,C/I,N,4,G,,,10/04/2023
"LAMIVUDINE-ZIDOVUDINE TABLET",65862003660,0.79953,05/17/2023,EA,C/I,N,4,G,,,10/04/2023
